new unique backpack ! combines vintage with modern ! URL1283 via @USER415	ADJ ADJ NOUN PUNCT VERB NOUN ADP PROPN PUNCT X ADP PROPN
RT @USER1233 : Eat that pussc like cold pizza lol	X X PUNCT VERB PRON NOUN ADP NOUN NOUN INTJ
RT @USER1388 : I rather watch water boil ......	X X PUNCT PRON VERB VERB PROPN NOUN X
RT @USER1438 : #Quote of the day : " Fear is just as contagious as courage . Your choice . "	X X PUNCT VERB ADP DET NOUN PUNCT PUNCT PROPN AUX ADV ADP NOUN ADP NOUN PUNCT PRON NOUN PUNCT PUNCT
RT @USER1497 : You aint sh*t .	X X PUNCT PRON AUX ADJ PUNCT
RT @USER1583 : you do nt know shit , about shit	X X PUNCT PRON AUX PART VERB NOUN PUNCT ADP NOUN
RT @USER1594 : #nsnweekend how can people choose there favourite performance , the whole thing was perfect !	X X PUNCT PROPN ADV AUX NOUN NOUN PRON VERB NOUN PUNCT DET ADJ NOUN AUX ADJ PUNCT
RT @USER1818 : Home Opener is 2 days away . Need a costume ? 1st 5000 fans get a Halloween black & orange @USER146 yth jersey URL0 ...	X X PUNCT NOUN NOUN AUX ADJ NOUN ADV PUNCT VERB DET NOUN PUNCT ADJ NOUN NOUN VERB DET NOUN ADJ CCONJ VERB NOUN PROPN X X PUNCT
RT @USER1826 : Tonight I 'm at Club West in San Antonio ... This is what it was like the last time I was there . ( cont ) URL182	X X PUNCT INTJ PRON AUX ADP PROPN NOUN ADP PROPN PROPN PUNCT PRON AUX PRON PRON AUX ADP DET ADJ NOUN PRON AUX ADV PUNCT PUNCT NOUN PUNCT X
RT @USER1992 : When life gives you a hundred reasons to cry , stay strong ! Show life that you have a thousand reasons to smile . - Unknown	X X PUNCT ADV NOUN VERB PRON DET ADJ NOUN PART VERB PUNCT VERB ADJ PUNCT VERB NOUN SCONJ PRON VERB DET NOUN NOUN PART VERB PUNCT PUNCT ADJ
RT @USER2314 : Seeing warped tour ads everywhere makes me want to cry . My favorite bands are having signings and it s killing me alfhak	X X PUNCT PROPN ADJ NOUN PROPN NOUN VERB PRON VERB PART VERB PUNCT PRON ADJ NOUN AUX VERB ADJ CCONJ PRON AUX VERB PRON VERB
RT @USER2484 : " Daddy , what are THESE ? Can I have one ? These . Are . AWESOME !! " Louis , 9 , finding a VHS .	X X PUNCT PUNCT NOUN PUNCT PRON AUX PRON PUNCT AUX PRON VERB NUM PUNCT NOUN PUNCT AUX PUNCT PROPN PUNCT PUNCT PROPN PUNCT NUM PUNCT VERB DET NOUN PUNCT
Say Anything with boyfriend . :))	VERB VERB ADP NOUN PUNCT X
Security Clearance | Systems Admin - Integrated Exploitation Capability ( IEC ) - Lentech , Inc. - St .... URL25 #missouri #jobs	NOUN PROPN SYM PROPN PROPN PUNCT PROPN PROPN PROPN PUNCT PROPN PUNCT PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN X X
Self control app again . Geniusness .	NOUN ADJ NOUN ADV PUNCT PROPN PUNCT
So I told @USER1847 I was gon na tweet from my gate , this is my tweet , there 's some cute guys in hereee . Hollaaaaa	ADV PRON VERB VERB PRON AUX VERB PART VERB ADP PRON NOUN PUNCT PRON AUX PRON NOUN PUNCT PRON AUX DET ADJ NOUN ADP PROPN PUNCT X
So supernatural . Actual and factual . Unstoppable , I 'm possibly the illest possibility .	ADV PROPN PUNCT PROPN CCONJ NOUN PUNCT PROPN PUNCT PRON AUX VERB DET NOUN NOUN PUNCT
TCA to play for Colorado 3A women 's soccer championship . #charterschool #tca #soccer	NOUN PART VERB ADP PROPN PROPN NOUN PART ADJ NOUN PUNCT PROPN X X
THE HEAT WO N'T BE READY ITIL JANUARY BUT WE WILL	DET NOUN PROPN PROPN AUX ADJ NOUN NOUN CCONJ PRON VERB
TRUE BLOOD tonight ... still not sure I am gon na like the new XANADU style storyline they are getting into ... URL47	ADJ NOUN NOUN PUNCT ADV PART ADJ PRON AUX VERB PART ADP DET ADJ NOUN NOUN VERB PRON AUX VERB ADP PUNCT X
The 50 % Return Method Billionaire Investor Warren Buffet Wishes He Could Use , You Can Use ! URL159	DET NUM SYM PROPN NOUN NOUN PROPN PROPN PROPN VERB PRON AUX VERB PUNCT PRON AUX VERB PUNCT SYM
Traffic Generation Strategy : How to Make Any Contest a Slam - Dunk : URL10	NOUN NOUN NOUN PUNCT ADV PART VERB DET NOUN DET NOUN PUNCT PROPN PUNCT X
Twitter off#	PROPN X
Ugh i need a new phone >:I ay !	PROPN PRON VERB DET ADJ NOUN PROPN NOUN PUNCT
Umm @USER1404 took away my favorites and my Dm 's from Aaron ! Lol Naw this is serious ! and slackness .	PROPN PROPN VERB ADP PRON NOUN CCONJ PRON NOUN PART ADP PROPN PUNCT INTJ VERB PRON AUX ADJ PUNCT CCONJ NOUN PUNCT
Upcoming rap artist ? OMFG !! I do n't think so URL9 ! Chuck Norris Starbucks iPod	PROPN ADJ NOUN PUNCT PROPN PUNCT PRON AUX PART VERB ADV VERB PUNCT PROPN PROPN NOUN X
Washing my motorcycle	VERB PRON NOUN
Welcome to our twitter page ! Here we will update you with our weekly specials and monthly giveaways !	VERB ADP PRON PROPN NOUN PUNCT ADV PRON AUX VERB PRON ADP PRON NOUN NOUN CCONJ ADJ NOUN PUNCT
What should be the length of your #maternity #wear ? -part I URL52	PRON AUX AUX DET NOUN ADP PRON NOUN NOUN PUNCT VERB PRON VERB
Whooaaaa bro these CELTICS are god dammmm babies !!! MAN UP	PROPN NOUN DET PROPN AUX NOUN ADJ NOUN PUNCT NOUN ADP
Wo nt let that ruin my night tho ... i m not #goingtobedangry	NOUN PART VERB PRON VERB PRON NOUN ADV PUNCT PRON AUX PART ADJ
Word I 'm bout to holla at her via twitter RT @USER1971 : #trushit - i m tryna fucc nicki minaj lol	PROPN PRON AUX ADJ PART VERB ADP PRON ADP PROPN X X PUNCT PROPN PUNCT PRON AUX VERB PROPN PROPN NOUN INTJ
Wow deep lyrics " when you smile I smile "	INTJ ADJ PROPN PUNCT ADV PRON VERB PRON VERB PUNCT
Wow stuck my hand in his cage and he ran and hid in his tubes /:	INTJ VERB PRON NOUN ADP PRON NOUN CCONJ PRON VERB CCONJ VERB ADP PRON NOUN X
answer : spouting , @USER2570 8/388 points , meaning : URL71	NOUN PUNCT PROPN PUNCT PROPN PROPN NOUN PUNCT PROPN PUNCT X
enjoys a good Snog at lunchtime .	VERB DET ADJ NOUN ADP PROPN PUNCT
going through my flickr .. just thought i d re-share my fave pic of @USER2542 from toronto warped . URL68 <3	VERB ADP PRON NOUN PUNCT ADV VERB PRON VERB VERB PRON ADJ NOUN ADP NOUN ADP PROPN PROPN PUNCT X SYM
it s sad that i m just now watching the Britney #Glee episode , smh	PRON AUX ADJ SCONJ PRON AUX ADV ADV VERB DET PROPN PROPN NOUN PUNCT INTJ
jk one more . URL199	VERB NUM ADV PUNCT SYM
just did some unfollows .. I hate havin #deadweight on my TL	ADV VERB DET NOUN PUNCT PRON VERB ADJ NOUN ADP PRON NOUN
kid cudi is a faggot , that is all	NOUN NOUN AUX DET NOUN PUNCT PRON AUX DET
kinda like that . making a diff in someone s life .	ADV SCONJ PRON PUNCT VERB DET NOUN ADP PRON ADJ NOUN PUNCT
o_o lol RT @USER609 I Herd You Was Good With Themm Softt Lips	PROPN INTJ X X PRON VERB PRON VERB ADJ ADP NOUN PROPN X
rape - the unlawful compelling of a woman through physical force or duress to have sexual intercourse .	PROPN PUNCT DET NOUN NOUN ADP DET NOUN ADP ADJ NOUN CCONJ NOUN PART VERB PROPN NOUN PUNCT
reading harry potter in bed ! waiting for the new south park to come on	VERB PROPN NOUN ADP NOUN PUNCT VERB ADP DET ADJ NOUN NOUN PART VERB ADP
wearing my high school track hoodie ... #memories	VERB PRON ADJ NOUN PROPN NOUN PUNCT X
when is butt pride ? cause i got a big ol trunk wit junk it it	ADV AUX ADJ NOUN PUNCT SCONJ PRON VERB DET ADJ NOUN VERB SCONJ VERB PRON PRON
women music and pineapple @USER738 What are three things you guys just ca nt live without ? #tellme	NOUN NOUN CCONJ NOUN VERB PRON AUX ADJ NOUN PRON NOUN ADV AUX PART VERB ADP PUNCT SYM
would n't that be fucked up if they added a year to Lil Wayne 's jail sentence ? lol	AUX PART PRON AUX VERB ADP SCONJ PRON VERB DET NOUN ADP PROPN PROPN PART NOUN PROPN PUNCT INTJ
@USER1145 Awwww kitty loves you <3	PROPN PROPN PROPN VERB PRON SYM
RT @USER1959 : This face will be all over your computer screen tomorrow night at 8 PM ET ! 😍 URL933 #iHeartZayn URL218 …	X X PUNCT DET NOUN AUX AUX DET ADP PRON NOUN NOUN NOUN NOUN ADP NUM NOUN PROPN PUNCT SYM X X X PUNCT
This being human is a guest house . Every morning a new arrival .	PRON AUX NOUN AUX DET NOUN NOUN PUNCT DET NOUN DET ADJ NOUN PUNCT
RT @USER186 : Gavin McInnes –- Tattoo Advice from a Comedian URL787 URL1464	X X PUNCT PROPN PROPN PROPN VERB NOUN ADP DET NOUN NOUN X
Kiss Daniel – New Era ( Album Tracklist ) : The highly anticipated Kiss Daniel debut album , NEW ERA ... URL955 #Letsdanzit	PROPN PROPN PUNCT ADJ NOUN PUNCT NOUN X PUNCT PUNCT DET ADV NOUN VERB VERB NOUN NOUN PUNCT ADJ NOUN PUNCT X X
Hi Kerry , please register at URL833 if you would like our support . URL591	INTJ PROPN PUNCT INTJ VERB ADP PROPN SCONJ PRON AUX VERB PRON NOUN PUNCT X
Wednesday Special : Roast Beef with Mash Potatoes and vegetables ....... € 9.95 .	PROPN PROPN PUNCT PROPN NOUN ADP PROPN PROPN CCONJ NOUN PUNCT PROPN NOUN PUNCT
When your conductor accidentally throws his baton in the middle of rehearsal 😳😅	ADV PRON NOUN ADV VERB PRON NOUN ADP DET NOUN ADP NOUN X
@USER2487 if I join silver , this will match my name	VERB SCONJ PRON VERB PROPN PUNCT PRON AUX VERB PRON NOUN
RT @USER1296 : #Hope Is Necessary When Living with #Migraine – A Video URL385 @USER239 URL1335	X X PUNCT PROPN AUX VERB ADV ADJ ADP PROPN PUNCT DET NOUN PROPN NOUN X
@USER1488 How can my parcel go missing at your depot ? Had to fork out for another replacement #unimpressed	PROPN ADV AUX PRON NOUN VERB ADJ ADP PRON NOUN PUNCT VERB PART VERB ADP ADP DET NOUN X
RT @USER226 : . @USER798 and her grave can be visited at St Peter 's Church in Bournemouth #MaryShelley URL1008	X X PUNCT PUNCT VERB CCONJ PRON NOUN AUX AUX ADJ ADP PROPN PROPN PART NOUN ADP PROPN PROPN X
RT @USER475 : A day without laughter is a day wasted .	X X PUNCT DET NOUN ADP NOUN AUX DET NOUN NOUN PUNCT
#Deals #7994 3pcs 7.4 V 2000 mAh Battery + Charger For Syma X8W X8C X8G RC Quadcopter Banana P … URL248 URL658	PROPN PROPN PROPN PROPN X PROPN NOUN NOUN SYM NOUN ADP PROPN PROPN PROPN PROPN PROPN PROPN X X PUNCT X NOUN
Killer #eCommerce Starts With Your #CRM URL462 URL977	NOUN NOUN NOUN ADP PRON NOUN X X
@USER872 like afternoon or early mornin ?	VERB ADP NOUN CCONJ ADJ NOUN PUNCT
RT @USER2611 : #booktrailer , #paranormal , #fantasy URL128 Buy link : URL114 URL171	X X PUNCT PROPN PUNCT PROPN PUNCT PROPN PROPN VERB NOUN PUNCT X NOUN
RT @USER1345 : When the BBoyz bust out ampme at the school cafe 😂 URL1034	X X PUNCT ADV DET NOUN NOUN ADP VERB ADP DET NOUN PROPN SYM X
RT @USER2090 : This is Scalia speaking at a commencement in 2010 ... URL768	X X PUNCT PRON AUX ADJ VERB ADP DET NOUN ADP NUM PUNCT X
RT @USER827 : 10 Internet Jokes that Resulted in Jail URL874 … > URL1333	X X PUNCT NUM NOUN VERB PRON NOUN ADP PROPN X PUNCT PUNCT X
I am truly blessed . 😇 URL1253	PRON AUX ADV VERB PUNCT PROPN NOUN
RT @USER120 : Are you ready for an adventure ? URL1026	X X PUNCT AUX PRON ADJ ADP DET NOUN PUNCT X
@USER141 My favourite phrase for them .	VERB PRON NOUN NOUN ADP PRON PUNCT
14221 started on 08/05/2016 Reached its destination CPA and was 10 Mins Before URL945	PROPN VERB ADP PROPN PROPN PRON NOUN NOUN CCONJ AUX NUM NOUN ADP NOUN
visited Ky ❤️ they added so many babies it s cray	PROPN PROPN SYM PRON VERB ADV ADJ NOUN PRON AUX ADJ
Those couples and girls are online now . Visit them now : URL1342 #cam #ebony #webcam #webcammodel URL507	PROPN NOUN CCONJ NOUN AUX ADJ ADV PUNCT VERB PRON ADV PUNCT PROPN PROPN PROPN PROPN X X
RT @USER281 : Discover Various Facts about Reptiles From KidRhymes - URL535	X X PUNCT PROPN NOUN NOUN ADP NOUN ADP PROPN PUNCT PROPN
An invigorating flourish of creativity originates from the rec ... More for Pisces URL244	DET NOUN NOUN ADP PROPN NOUN ADP DET NOUN PUNCT ADJ ADP PROPN X
RT @USER234 : Fancy a Trip Around Taylor Swift 's House ? URL1081 URL311	X X PUNCT VERB DET NOUN ADP PROPN PROPN PART PROPN PUNCT PROPN X
RT @USER1576 : I miss having someone 's company	X X PUNCT PRON VERB VERB PRON AUX NOUN
RT @USER151 : Mean Girls URL582	X X PUNCT PROPN NOUN NOUN
I 'm honestly too sad to sleep now	PRON AUX ADV ADV ADJ PART NOUN ADV
RT @USER1257 : Parents be like : you got mail URL463	X X PUNCT PROPN AUX VERB PUNCT PRON VERB NOUN SYM
RT @USER1266 : #BOHO JEWELRY #Bohemian #Jewelry Stretch #Bracelet #etsy #handmade by JabberDuck URL770 URL225 …	X X PUNCT PROPN PROPN PROPN PROPN PROPN NOUN X VERB ADP PROPN X X PUNCT
RT @USER1499 : 😍😍 " Two piece double lined bikini " Use Discount Code " YUNG " For 15 % OFF ‼️ on SALE now at URL964 URL219 …	X X PUNCT PROPN PUNCT NUM NOUN X PROPN NOUN PUNCT VERB ADJ NOUN PUNCT PROPN PUNCT ADP NUM SYM PROPN NOUN ADP PROPN ADV ADP PROPN X PUNCT
RT @USER408 : Scientist : we 've finally taught a dog Morse Code Dog : [ taps paw ] Me : what did it say ? Scientist : " woof "	X X PUNCT PROPN PUNCT PRON AUX ADV VERB DET NOUN PROPN X X PUNCT PUNCT PROPN NOUN PUNCT PRON PUNCT PRON VERB PRON VERB PUNCT PROPN PUNCT PUNCT PROPN PUNCT
RT @USER643 : Nadine and Kyla !!! 😍 © #JaDineInLoveSingapore URL795	X X PUNCT PROPN CCONJ NOUN PUNCT SYM PROPN NOUN X
@USER1156 Stunningly Beautiful as Always	PROPN PROPN ADJ ADP ADV
it 's game day ... go stangs !	PRON AUX NOUN NOUN PUNCT VERB PROPN PUNCT
RT @USER1926 : Who was removed aftr #GHQ . #MehranBase , #KamraBae , #ParadeLane attacks ? Y #BKU vice - chancellor ? #Marwat Saeb is a prof nt Ge …	X X PUNCT PRON AUX ADJ ADJ NOUN PUNCT PROPN PUNCT PROPN PUNCT ADJ NOUN PUNCT DET ADJ NOUN PUNCT PROPN PUNCT PROPN NOUN AUX DET NOUN PART NOUN PUNCT
♬ Mass Effect ( Original Mix ) - Audiocells	PROPN PROPN PROPN PUNCT PROPN NOUN PUNCT PUNCT PROPN
" I pay you back in car rides and shit " bitch I have my own car .	PUNCT PRON VERB PRON ADV ADP PROPN NOUN CCONJ NOUN PUNCT NOUN PRON VERB PRON ADJ NOUN PUNCT
I posted a new photo to Facebook URL266	PRON VERB DET ADJ NOUN ADP PROPN X
{ GHYR rewind } New Release Round - Up February 29th - March 6th Hey Girl ! Check out these new re URL1005 #BlackAuthors #BlackLit	PROPN PROPN PROPN PROPN ADJ PROPN VERB PUNCT ADP PROPN PROPN PUNCT PROPN PROPN INTJ NOUN PUNCT VERB ADP DET ADJ NOUN PROPN X X
✿ I voted for @USER2116 #NNGlamourGuruKaycee in #Blogopolis4D for best #BeautyBlog ! URL1094	PROPN PRON VERB ADP PROPN NOUN ADP NOUN ADP ADJ NOUN PUNCT X
#PrayForHayes @USER972 Everything will be okay , i 'm sure 💕	PROPN PROPN PRON AUX AUX ADJ PUNCT PRON AUX ADJ SYM
@USER1935 as a Muslim do you also support pedophillia and violent extremism ? Scrolled thru ur tweets , did n't see you speak against that	VERB ADP DET NOUN VERB PRON ADV VERB NOUN CCONJ ADJ NOUN PUNCT PROPN VERB PRON NOUN PUNCT AUX PART VERB PRON VERB ADP PRON
7 PM EST / 1 AM CEST - #GLITCH Label takeover - #hackplaybx #beatmeetandgreet #AndrewFreedmanHome - TONIGHT - URL356	NUM NOUN NOUN PUNCT NUM PROPN PROPN PUNCT PROPN PROPN NOUN PUNCT PROPN PROPN PROPN PUNCT PROPN PUNCT PROPN
I just want a woman who different from women in this generation ...	PRON ADV VERB DET NOUN PRON ADJ ADP NOUN ADP DET NOUN PUNCT
Article spinner software is the best fit with SEO ! URL475	NOUN PROPN NOUN AUX DET ADJ NOUN ADP PROPN PUNCT X
RT @USER2568 : the red stan . constantly talks about the album and her long straight hair . bitter red did n't win a grammy . probably has a nic …	X X PUNCT DET ADJ NOUN PUNCT ADV NOUN ADP DET NOUN CCONJ PRON ADJ ADJ NOUN PUNCT PROPN ADJ AUX PART VERB DET NOUN PUNCT ADV AUX DET NOUN PUNCT
RT @USER1814 : Discover how scrubbing dots make the difference w/ the Scrubbing Dish Cloth ! #ScrubCloth #sweepstakes URL961 …	X X PUNCT VERB ADV ADJ PROPN VERB DET NOUN ADP DET NOUN PROPN PROPN PUNCT PROPN PROPN NOUN PUNCT
RT @USER1272 : A lot of R3 orphans and widows are afflicted by Stockholm Syndrome and are craving for attention of PTs in Twitter	X X PUNCT DET NOUN ADP PROPN NOUN CCONJ NOUN AUX VERB ADP PROPN NOUN CCONJ AUX NOUN ADP NOUN ADP NOUN ADP PROPN
@USER89 @USER974 @USER2387 @USER412 @USER2445 haha she s #bd fan not asmii hater nd hibha lover 😂	PROPN PROPN PROPN PROPN PROPN INTJ PRON AUX ADJ NOUN PART VERB PROPN PROPN PROPN NOUN SYM
RT @USER1354 : If keyboards came with braille on them , we all could have subconsciously learned braille by now .	X X PUNCT SCONJ PROPN VERB ADP NOUN ADP PRON PUNCT PRON DET AUX VERB NOUN VERB VERB ADP ADV PUNCT
RT @USER1893 : Born under a bad sign , you saved my life That night on the roof of your hotel	X X PUNCT VERB VERB DET ADJ NOUN PUNCT PRON VERB PRON NOUN PRON NOUN ADP DET NOUN ADP PRON NOUN
RT @USER1247 : T 2315 - Amazing moment : Raj Kapoor , Shammi Kapoor , Shashi Kapoor with their Mother .. URL755	X X PUNCT VERB NOUN PUNCT PROPN NOUN PUNCT PROPN NOUN PUNCT PROPN NOUN PUNCT PROPN NOUN ADP PRON NOUN PUNCT X
RT @USER1053 : A fantastical mix of mythology and derring - do : URL894 available now on all good #ebook formats . #asmsg …	X X PUNCT DET NOUN NOUN ADP PROPN CCONJ NOUN PUNCT VERB PUNCT PROPN NOUN ADV ADP DET ADJ NOUN NOUN PUNCT X PUNCT
RT @USER2048 : I 'm pretty sure he 'll do a follow spree today . #mondaymotivation	X X PUNCT PRON AUX ADV ADJ PRON AUX VERB DET NOUN NOUN NOUN PUNCT X
Where has my social media presence gone ? Why are n't you all liking my stuff ?	ADV VERB PRON ADJ NOUN NOUN VERB PUNCT ADV AUX PART PRON DET VERB PRON NOUN PUNCT
Want to stay current on an event or trend ? Let @USER1141 discover and share the content for you . URL1625	VERB PART VERB NOUN ADP DET NOUN CCONJ NOUN PUNCT VERB PROPN NOUN CCONJ VERB DET NOUN ADP PRON PUNCT X
Nine killed , eight missing in landslide in Arunachal Pradesh URL926 #TopNews #India	PROPN VERB PUNCT NUM NOUN ADP NOUN ADP PROPN PROPN PROPN X X
RT @USER580 : me on my first date URL1032	X X PUNCT PRON ADP PRON ADJ NOUN SYM
RT @USER2289 : * retweets * * un-retweets * * quotes and says LMAOOOOOOO * * retweets *	X X PUNCT PUNCT PROPN PUNCT PUNCT PROPN PUNCT PUNCT NOUN CCONJ VERB NOUN PUNCT PUNCT PROPN PUNCT
RT @USER1760 : You only need two close friends in which you can trust and dedicate yourself to . Having too many friends can lead to de …	X X PUNCT PRON ADV VERB NUM ADJ NOUN ADP SCONJ PRON AUX VERB CCONJ VERB PRON PART PUNCT PROPN ADV ADJ NOUN AUX VERB ADP PROPN PUNCT
RT @USER2085 : Do n't mix ur words wid ur Mood coz u have many options to change ur mood but u never get any option to replace ur spoken w …	X X PUNCT AUX PART VERB PRON NOUN VERB PRON VERB VERB PRON VERB ADJ NOUN PART VERB PRON NOUN CCONJ PRON ADV VERB DET NOUN PART VERB PRON VERB ADP PUNCT
@USER2299 Nikki no , you ’re better than that	PROPN VERB INTJ PUNCT PRON AUX ADJ ADP PRON
RT @USER561 : Trump " does n’t care who gets hurt as long as he makes a profit off it . That can not be the person who leads the United S …	X X PUNCT PROPN PUNCT AUX PART VERB PRON VERB ADJ SCONJ ADJ SCONJ PRON VERB DET NOUN ADP PRON PUNCT PRON AUX PART AUX DET NOUN PRON VERB DET PROPN PROPN PUNCT
RT @USER206 : I have a good heart ... but this attitude	X X PUNCT PRON VERB DET ADJ NOUN PUNCT CCONJ PRON NOUN
" How are you " " Fucking awful or did you want me to lie and say good how are you ? " URL569	PUNCT ADV AUX PRON PUNCT PUNCT VERB ADJ CCONJ VERB PRON VERB PRON PART VERB CCONJ VERB ADJ ADV AUX PRON PUNCT PUNCT SYM
@USER2335 You ’re on the list ! We ’re on our way with Red Bull to help you through your workday .	VERB PRON AUX ADP DET NOUN PUNCT PRON AUX ADP PRON NOUN ADP PROPN NOUN PART VERB PRON ADP PRON NOUN PUNCT
@USER533 @USER949 some females do n't care as long as they get all the attention . That ai n't me tho	PROPN VERB DET NOUN AUX PART VERB SCONJ ADJ SCONJ PRON VERB DET DET NOUN PUNCT PRON AUX PART PRON ADV
@USER1706 cmon now . That 's bro	PROPN PROPN ADV PUNCT PRON AUX NOUN
RT @USER1453 : Was all of this legal ? URL1244	X X PUNCT VERB DET ADP DET NOUN PUNCT X
RT @USER201 : 14th Feb 2015 : World Cup first match 14th Feb 2016 : Ind vs SL T20 Cricket lovers have a reason to Celebrate Valentine …	X X PUNCT PROPN NOUN NUM PUNCT PROPN PROPN ADJ NOUN PROPN PROPN NUM PUNCT VERB ADP PROPN PROPN PROPN NOUN VERB DET NOUN ADP PROPN PROPN PUNCT
RT @USER1468 : Season ticket renewed . Thanks to all that walked out last season to keep the prices down . @USER1245 @USER2473 👊🏻	X X PUNCT NOUN NOUN VERB PUNCT NOUN ADP DET PRON NOUN ADV ADJ NOUN PART VERB DET NOUN ADV PUNCT PROPN NOUN NOUN
RT @USER2360 : 2ne1 will forever be my favorite girl group 💕 #7YearsWith2NE1 URL1202	X X PUNCT PROPN AUX ADV AUX PRON ADJ NOUN NOUN SYM NOUN X
RT @USER2644 : @USER493 Do you miss those days ? URL522	X X PUNCT PROPN AUX PRON VERB PRON NOUN PUNCT SYM
RT @USER1052 : To all those it does n't matter to because they 'll be dead soon anyway - how about ticking the the remain box for those w …	X X PUNCT SCONJ DET PRON PRON AUX PART VERB PART SCONJ PRON AUX AUX ADJ ADV ADV PUNCT ADV ADP VERB DET DET NOUN NOUN ADP PRON ADP PUNCT
I 'm not difficult I 'm just about my business !	PRON AUX PART VERB PRON AUX ADV ADP PRON NOUN PUNCT
@USER242 yea ca n't 😔	PROPN INTJ AUX PART VERB
Please shit the suck up	INTJ NOUN DET NOUN ADP
@USER425 < Kira is committing a crime himself . Everyone commits crimes , even the ones who keep crimes from being done . " L pressed >	PROPN PUNCT PROPN AUX VERB DET ADJ NOUN PUNCT PROPN PROPN NOUN PUNCT ADV DET NOUN PRON VERB NOUN SCONJ AUX ADJ PUNCT PUNCT PROPN NOUN PUNCT
Lake Wind Advisory in effect from 9 AM for Angelina , Cherokee , Nacogdoches , Sabine and San Augustine Counties #txwx URL1304	ADJ NOUN NOUN ADP NOUN ADP NUM NOUN ADP PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN CCONJ PROPN PROPN PROPN NOUN X
